epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
27,2268.53,1.1458,1.36286,1.09019,0.03264,0.67167,0.25306,0.2466,0.17392,0.97181,1.05463,1.05004,0.01836,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341
28,2336.36,1.13874,1.35113,1.08016,0.03455,0.66942,0.26418,0.25536,0.17753,0.99078,1.05569,1.05351,0.01691,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894
29,2407.35,1.13053,1.33514,1.08939,0.03326,0.67103,0.26661,0.25966,0.18103,0.98274,1.07951,1.04697,0.0179,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359
30,2477.84,1.14048,1.3431,1.07733,0.03389,0.64554,0.25911,0.24501,0.17089,0.99172,1.1181,1.06123,0.01801,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805
31,2546.76,1.14946,1.36823,1.08689,0.03369,0.3354,0.31795,0.24811,0.1738,1.01505,1.08625,1.06184,0.01669,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
32,2616.35,1.13589,1.34139,1.08732,0.03241,0.52318,0.311,0.24484,0.17446,0.98015,1.04695,1.04515,0.01814,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064
33,2685.39,1.12974,1.32004,1.08312,0.03388,0.46748,0.34065,0.27138,0.19037,0.97801,1.04787,1.04855,0.01668,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028
34,2755.88,1.12356,1.31754,1.06987,0.03441,0.45765,0.31924,0.25751,0.1826,0.9816,1.07894,1.03008,0.01741,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398
35,2834.27,1.14455,1.3273,1.06642,0.03295,0.82838,0.23408,0.24468,0.17717,0.97999,1.04243,1.02806,0.01771,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748
36,2904.67,1.13052,1.31579,1.05434,0.03331,0.34872,0.31273,0.2511,0.18293,0.95068,1.021,1.0171,0.01678,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
37,2974.75,1.12899,1.33406,1.06658,0.03306,0.39776,0.2941,0.26929,0.19303,0.96169,1.03399,1.01608,0.0175,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391
38,3045.66,1.13057,1.32534,1.0535,0.03337,0.45644,0.33399,0.26209,0.18721,0.9662,1.02347,1.01783,0.0172,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684
39,3115.35,1.13943,1.31548,1.0606,0.03216,0.4666,0.3382,0.28686,0.20273,0.95763,1.02256,1.01352,0.01652,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958
40,3185.3,1.12279,1.29702,1.05267,0.03193,0.50082,0.26663,0.24661,0.17803,0.97067,1.0515,1.0162,0.01659,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213
