epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
27,2501.03,1.1012,0.1474,1.08115,0.03341,0.64748,0.21541,0.13413,0.0971,0.94493,0.13553,1.02485,0.01697,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341
28,2584.46,1.09498,0.14734,1.05279,0.0342,0.443,0.20065,0.11634,0.0841,0.9593,0.13639,1.02297,0.01733,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894
29,2667.81,1.09091,0.1462,1.05752,0.03502,0.53296,0.21061,0.11864,0.0864,0.94239,0.1362,1.00911,0.01655,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359
30,2750.92,1.09531,0.14558,1.0565,0.03547,0.43846,0.2197,0.1344,0.09818,0.94099,0.13497,1.00806,0.01825,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805
31,2834.18,1.09194,0.14704,1.05137,0.03486,0.45444,0.20791,0.11274,0.08146,0.95782,0.13697,1.01227,0.01672,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
32,2917.54,1.10089,0.14654,1.05179,0.0339,0.44284,0.19856,0.10875,0.07916,0.94354,0.13712,1.00905,0.01677,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064
33,3001.49,1.08965,0.14575,1.04159,0.03275,0.52602,0.18288,0.10883,0.07924,0.94504,0.13584,1.00388,0.01709,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028
34,3085.34,1.10034,0.14742,1.04468,0.03512,0.44554,0.19683,0.10949,0.0802,0.9327,0.13503,1.00055,0.01652,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398
35,3177.2,1.10576,0.14912,1.04868,0.03264,0.4312,0.20452,0.11653,0.08414,0.95016,0.13583,1.00222,0.01598,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748
36,3261.31,1.08532,0.1445,1.02734,0.03381,0.3418,0.19249,0.11082,0.08085,0.94021,0.13493,0.99632,0.0158,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
